PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
2.24466632,12,82,11,24,1
7.9877079,13,11,80,17,0
21.77628241,15,157,27,7,2
4.502630143,5,148,36,20,1
4.272892756,19,121,90,21,2
0.969737078,8,48,18,16,1
21.65746675,12,94,58,36,1
12.28254613,17,84,33,42,2
5.218566491,1,102,70,28,0
21.36719352,15,24,87,10,1
10.86297603,8,160,16,33,1
3.571134822,3,50,85,33,0
3.841295236,15,143,41,0,1
16.5723313,16,62,68,20,1
3.379142725,3,27,61,44,0
4.039602188,2,138,55,31,1
15.86856211,3,160,6,6,1
6.875300384,19,146,68,30,2
22.91474644,13,119,82,12,2
11.51836127,15,95,37,38,2
0.118481228,3,49,61,19,0
20.31865442,14,17,71,32,1
1.785027842,18,118,27,42,2
13.72995499,4,108,14,39,1
0.353856049,10,17,82,46,1
3.593787878,14,27,98,21,1
2.643434022,18,149,46,15,2
3.539141651,10,16,51,22,0
15.67898718,13,107,56,30,2
1.157976511,15,163,13,33,2
18.65877291,18,112,36,25,2
7.912831077,5,40,56,41,2
11.83294426,1,58,17,1,0
17.9842492,14,77,79,0,0
22.45246007,10,157,67,32,2
17.00397776,19,176,76,27,2
18.22721208,3,135,17,28,1
6.15851977,4,10,77,27,0
20.5502238,2,156,30,11,0
0.674628332,1,99,55,40,0
5.627005782,12,141,68,10,2
19.10015975,9,63,28,36,1
12.96402946,14,31,61,7,1
5.199855943,19,52,11,0,1
20.46457797,14,83,37,19,1
0.08525511,6,48,51,23,1
9.513584276,11,136,88,13,1
7.990833674,11,121,17,28,1
3.689883128,14,138,3,24,2
17.41195491,8,76,69,20,1
9.844141888,16,72,39,9,1
16.21661013,16,105,72,1,2
21.03024379,10,143,90,40,2
22.62302982,11,90,9,3,1
4.185160856,11,177,90,8,2
12.11291827,19,80,15,46,2
3.859308757,16,169,52,46,2
21.30372921,17,80,74,1,1
2.306782656,10,54,54,49,1
9.48973564,14,36,8,24,1
12.96212821,8,46,35,30,1
5.778674388,17,170,25,46,2
17.36396301,14,104,31,9,2
2.638766816,18,122,85,22,2
5.772942876,11,47,5,14,1
12.52350929,14,62,43,15,1
19.7830427,10,163,6,36,2
14.65081427,2,87,12,32,0
3.277995288,8,93,96,25,1
18.69863432,10,170,51,1,2
18.35034309,15,166,40,38,2
19.97025768,4,75,72,45,1
5.35875726,5,94,27,1,1
6.246152306,2,97,30,14,0
23.55309346,17,145,5,16,2
1.278712903,14,24,93,37,1
15.15633378,11,88,99,44,1
13.31770724,16,114,51,21,2
17.89335963,8,179,8,11,1
0.453049942,0,150,15,8,0
12.57441227,12,127,28,17,2
17.76552717,2,37,42,35,0
6.14284452,14,116,55,13,2
2.675378811,13,27,90,17,1
1.525740377,6,82,79,36,1
1.396968767,12,96,10,13,1
4.910975916,0,59,43,49,0
1.421353609,18,58,62,27,0
8.952728088,3,164,54,45,1
17.55488333,18,153,26,39,2
6.157237817,6,32,87,9,0
23.19580562,6,55,5,22,0
10.62713271,19,37,5,30,1
21.81019147,4,130,75,30,1
11.15422556,10,162,85,3,2
1.554861353,2,65,52,8,0
17.20211842,5,50,36,12,0
5.421042905,10,133,46,3,1
8.787126635,8,71,16,1,1
14.25746116,15,163,70,18,2
10.55417996,13,175,11,9,2
2.570974378,7,81,35,10,1
12.25139,9,91,18,36,1
4.960652424,11,44,6,12,1
4.076867436,7,122,5,2,1
9.005079444,11,169,25,0,2
0.892938957,16,102,32,25,2
15.76889517,18,116,74,11,2
6.710994275,14,63,30,16,1
8.761876718,14,34,55,21,1
21.18121625,15,130,1,32,2
19.28930301,14,120,27,34,2
22.13705457,18,26,38,35,1
9.652860232,5,131,49,5,1
4.262253184,8,38,13,26,0
19.55756105,11,19,81,20,0
6.666252345,13,48,9,14,1
3.794154111,5,72,29,37,1
16.08177703,7,12,42,14,0
22.84592064,15,93,39,0,2
5.185319126,6,25,25,20,0
6.205656084,8,87,28,5,1
3.883796028,18,148,88,16,2
11.75247199,15,36,62,14,1
4.344167496,18,44,42,16,1
15.32944353,8,174,99,2,1
5.908091708,4,40,16,21,0
9.056907738,5,78,70,39,1
12.74517517,17,39,33,5,1
0.929340296,3,141,20,35,1
21.65733549,12,156,82,31,2
1.690561027,7,96,97,24,1
15.31167465,7,106,36,18,1
9.482384498,1,35,49,48,0
18.75421483,9,93,87,36,1
20.249048,6,176,82,5,1
23.11601559,2,109,84,23,0
22.94757539,7,108,29,14,1
22.57770627,16,155,22,1,2
0.626281784,0,155,6,1,0
9.795655688,16,87,84,19,2
4.39172082,18,158,23,22,2
5.122167652,12,139,42,22,2
5.357874709,3,93,64,31,1
10.88897122,2,24,14,9,0
13.15919103,6,67,10,8,1
17.04304919,0,83,73,24,0
5.98436104,17,34,26,24,1
11.29693305,11,32,81,49,1
1.04688743,4,109,94,31,1
1.557060942,18,135,23,47,2
15.10373393,11,129,35,31,2
10.91309322,7,19,80,49,1
21.66650121,0,179,70,1,0
9.612629972,5,58,40,46,1
15.60967003,13,94,7,8,1
17.49676834,1,14,32,6,0
11.98761073,1,68,67,2,0
1.101983794,10,124,43,25,1
21.4236792,9,94,23,45,1
14.67414883,19,20,67,13,1
6.814824246,17,77,80,43,2
18.90984379,5,77,39,11,1
8.822547519,17,68,89,35,1
7.602688144,9,78,57,27,1
11.40902151,10,99,23,30,1
23.90150857,3,13,79,2,0
6.602917862,12,92,94,3,1
1.027625499,5,126,50,38,1
10.21744146,8,172,43,44,0
16.97364392,15,63,69,7,1
23.26599691,8,114,39,16,1
1.038206273,15,142,15,37,2
19.46342562,6,78,19,17,1
18.51688955,13,41,85,40,1
20.51938168,4,142,34,19,1
1.042540131,15,162,83,38,2
5.605892464,0,56,94,6,0
9.639508674,3,69,92,21,0
8.777624646,18,19,37,23,1
5.492499356,19,166,53,18,2
18.44018462,6,58,22,16,1
10.72677067,0,118,17,12,0
3.498004849,5,120,34,15,1
7.647446762,15,25,80,35,1
2.464191046,15,32,13,1,1
21.72413921,13,15,87,20,0
18.20920164,19,58,92,13,1
10.34995515,16,27,96,27,1
23.65510451,2,95,34,22,0
10.77862417,3,126,71,0,1
4.085539153,12,131,39,9,2
7.208449888,11,36,67,1,1
13.50979898,2,109,46,28,0
1.548245984,6,117,78,9,1
4.885974282,17,140,1,17,2
2.951567804,6,40,22,38,0
6.648629719,7,132,25,45,1
17.69979683,2,161,9,36,0
22.84422449,6,149,45,23,1
8.332967609,12,40,9,32,1
1.246417249,7,17,35,19,0
17.37287854,11,116,39,22,1
17.85367845,8,59,42,1,1
19.52347313,6,89,80,28,1
4.720539319,18,167,99,44,2
3.096966319,13,92,58,12,1
13.87394115,7,12,27,18,0
19.02594404,3,125,50,24,1
1.860526824,4,79,58,32,0
23.33292462,11,166,45,34,2
1.54617197,5,41,7,35,0
15.12660464,19,47,82,5,1
9.151982436,15,88,93,28,2
0.015425229,19,38,16,18,1
11.00746627,16,87,37,40,2
7.558431605,4,90,11,41,2
14.26799748,18,65,61,45,1
23.87149208,0,65,36,42,0
21.30561572,5,114,79,12,1
21.26500261,11,57,97,2,1
22.45100623,8,11,93,36,0
11.61929877,2,88,40,30,2
21.84673773,19,60,66,28,1
6.67642776,8,160,15,41,1
20.9802531,0,34,24,21,2
18.56579972,15,30,38,36,1
3.248470692,0,53,71,21,1
4.0837114,14,32,21,37,1
17.71815244,1,106,93,38,0
17.02336162,13,162,67,15,2
2.822118036,7,102,55,48,1
1.9047369,9,170,7,32,2
12.72459707,12,156,11,17,2
4.360517345,5,116,97,37,1
8.386005337,11,43,65,21,1
17.9196515,7,157,17,9,1
22.5570336,6,121,47,31,1
4.527971526,13,107,28,21,1
12.34273117,1,39,17,40,0
4.611361133,19,56,23,2,1
12.37945771,0,29,50,29,2
5.469686127,14,133,98,39,2
21.43055282,10,141,63,36,2
22.99849344,5,151,99,29,1
1.499257224,5,93,64,34,1
1.498394261,8,108,14,32,1
0.662921753,18,153,70,45,2
4.89960126,16,142,84,12,2
17.0442127,17,172,10,29,2
6.216523129,3,21,13,27,0
23.75676862,0,104,42,31,0
23.09755772,10,56,46,43,1
9.84325248,15,129,19,41,2
19.40616609,9,19,44,16,0
22.91213823,17,49,17,30,1
21.27572049,2,23,64,19,0
11.41260607,14,171,85,12,2
7.679076293,16,121,95,15,2
0.626180599,15,176,36,4,2
15.78529775,13,161,51,13,2
7.227412541,11,77,47,4,1
20.48916111,16,19,89,32,1
13.19331573,13,169,73,36,2
10.81917093,19,98,56,16,2
17.97094939,17,25,98,41,1
18.57390476,12,74,50,14,1
1.22739225,7,90,67,34,1
16.88904646,14,82,39,6,1
18.69199128,10,149,71,43,2
20.47187529,11,16,52,27,0
22.52406153,8,171,28,39,1
9.58619994,15,19,79,19,1
3.411179432,12,77,46,39,1
9.276668714,13,101,93,1,1
22.46740008,9,50,10,15,1
3.907489426,1,137,65,46,0
6.729344156,4,50,29,4,0
20.18311191,15,175,96,6,2
9.599181495,16,57,3,14,1
13.39765975,0,122,67,46,0
15.88518046,3,55,48,39,0
1.499814732,8,134,91,11,1
19.69607928,9,57,6,23,1
0.660023338,2,72,58,45,2
10.18642151,7,53,88,12,1
2.593427492,14,99,15,6,1
17.00310711,5,163,9,13,1
0.098869593,18,82,37,41,2
14.29393775,15,93,40,30,2
1.988372,8,110,87,40,1
13.36516381,13,47,55,14,1
20.54906745,19,125,88,27,2
19.43051514,3,31,15,9,0
9.015059998,3,162,42,43,1
3.2518917,3,152,24,28,1
4.688359584,13,58,76,5,1
14.70464,3,44,70,7,0
14.40230503,16,68,30,32,1
17.72332211,0,105,24,36,0
13.62924538,9,144,16,38,1
9.006167705,5,112,75,19,1
4.848984722,11,99,87,2,1
23.17839606,4,136,36,39,1
18.57468047,15,94,58,0,1
6.664360542,6,109,67,47,1
19.52334068,4,159,11,9,2
3.307651027,15,171,23,47,2
7.043769,10,144,4,30,1
12.54191019,8,136,36,5,1
4.050625822,2,148,53,22,1
15.69187974,9,143,46,45,1
17.04213872,3,85,49,34,1
18.72935172,2,39,81,38,0
22.65613859,5,46,72,42,1
17.17089352,14,131,2,17,2
11.30292983,18,114,30,23,2
13.51685677,6,122,14,27,1
16.6254129,9,23,8,3,0
18.8373769,18,158,33,33,2
10.59313566,19,53,69,9,1
19.01242437,6,143,10,9,1
0.440257295,2,73,81,5,0
5.636000288,12,163,74,23,2
4.394946916,5,176,86,41,1
11.03303017,17,24,54,46,1
4.832294473,7,11,97,22,0
16.25439795,5,64,46,39,1
3.508033479,12,140,54,0,2
23.08107678,6,73,30,19,1
20.35004329,14,86,22,19,1
16.2474309,9,91,98,36,1
22.61790665,8,17,76,19,0
20.91647433,14,103,90,2,2
5.282721213,1,169,68,22,0
9.293714756,5,132,72,2,1
3.930461918,7,95,64,46,1
14.36525917,5,154,87,6,1
21.45283311,6,97,98,7,1
8.135789189,17,93,19,47,0
9.10722,4,116,20,39,1
23.17300999,18,44,45,38,1
7.06822866,10,179,35,29,2
17.08699838,6,73,7,22,1
2.636245941,5,148,65,43,1
8.354101054,3,128,74,25,1
12.14400786,11,132,59,16,2
22.73075724,13,86,53,48,1
21.01302945,11,101,15,34,1
3.292969109,6,152,52,11,1
23.36246751,2,89,1,45,0
8.445474493,1,140,19,31,0
17.96111129,7,119,70,13,1
16.59099222,12,105,65,4,1
15.20202304,14,86,39,14,1
8.50516285,2,78,60,12,0
9.861876822,1,32,49,11,0
5.284856033,14,82,12,23,1
21.07640148,18,18,75,10,1
17.67947063,17,157,43,44,2
15.5625344,2,101,87,9,0
0.041738848,8,22,61,1,0
4.377289477,8,123,83,11,1
12.11129746,9,51,96,16,0
15.89617119,8,114,29,41,1
16.57089436,4,161,25,30,1
9.091219397,9,54,69,10,1
20.82980205,7,143,13,22,1
14.82864887,1,121,82,24,0
18.41284567,13,85,57,41,0
18.81785748,3,41,19,29,0
13.98297722,8,88,51,42,1
12.27020529,19,109,70,21,2
2.826342771,2,172,50,34,1
5.319523185,19,75,9,48,2
13.73977757,19,93,78,8,2
12.45821908,3,172,29,24,1
7.820914823,15,156,95,41,2
18.9796687,11,74,38,25,1
0.517085319,2,80,13,48,0
5.428231755,13,10,3,47,0
5.320647974,19,11,30,43,0
18.49391753,19,74,73,45,2
15.95991168,7,97,87,36,1
22.33269161,9,142,68,11,1
15.53023699,16,142,98,26,0
13.28133142,7,85,38,38,1
3.807405955,9,108,62,30,1
8.166460645,13,124,91,3,0
15.0883137,16,141,5,22,2
4.469773603,18,109,94,7,2
18.67932567,19,19,46,4,1
9.61490223,13,23,55,22,1
1.50081873,7,23,58,24,0
19.23336307,0,99,23,38,0
13.44535004,0,175,44,16,0
14.41694071,18,18,86,43,1
11.68026904,12,84,87,4,1
23.34971492,4,22,87,6,0
6.155500904,7,178,28,19,1
11.90320394,3,46,45,34,0
10.47760105,6,69,95,40,1
1.93521373,16,73,46,12,1
17.07593584,9,120,96,13,1
12.72986374,16,75,73,44,1
19.47006373,11,88,19,4,1
8.675006064,9,117,68,0,1
0.023221585,2,156,88,15,1
8.352818337,7,105,37,1,1
21.8660824,9,64,54,33,1
12.72252775,7,160,25,47,1
5.661552883,4,80,68,0,0
13.81436157,14,130,26,22,2
12.08037293,1,118,4,20,0
23.57322973,14,82,88,0,1
12.77696184,5,89,45,6,1
0.990218885,12,48,48,15,1
17.6711386,16,112,73,1,2
4.522994341,14,140,37,40,2
19.56000579,18,158,97,5,2
18.19260872,1,169,13,9,0
4.317614453,15,73,42,33,1
11.62394545,17,173,90,31,2
7.4422411,12,88,47,0,1
12.52685865,12,110,63,6,1
14.8859833,3,158,57,32,2
15.47520159,13,133,58,43,2
12.38015001,6,111,52,6,1
14.53298543,19,107,72,25,2
23.01442947,16,152,94,22,2
21.1112589,1,68,10,24,0
15.64186149,18,174,2,8,2
2.639318106,14,83,16,31,1
11.28500134,10,49,37,33,0
8.263235357,19,124,88,15,2
22.53633277,7,144,5,27,2
8.09743291,18,174,55,3,2
5.26534911,2,55,79,29,0
19.02037848,7,133,15,0,1
8.001971988,14,171,26,24,2
17.11358658,9,150,53,3,1
7.699099023,15,27,9,30,1
20.08195803,1,19,64,37,0
12.67441292,2,91,11,12,0
19.92569673,7,130,61,7,1
10.76191452,19,90,69,7,2
23.72042018,9,123,6,29,1
14.1768175,11,164,92,37,2
18.5336073,9,72,47,3,1
17.44010469,5,168,44,45,1
12.18156,8,122,22,41,1
12.60701398,13,129,59,44,2
5.013410777,7,178,44,27,1
14.11992158,4,107,35,19,1
4.022605843,1,109,27,31,2
14.41441162,9,34,15,3,0
6.513682574,5,123,22,39,1
7.344781084,1,172,56,1,0
17.63808331,17,117,50,38,2
19.54891748,0,163,92,28,0
7.233651572,7,65,29,45,1
19.55017722,10,76,74,3,1
1.784248111,2,51,30,23,0
7.796084071,2,156,28,24,1
14.16606108,15,137,78,13,2
16.65542266,12,64,55,29,1
23.84747118,19,50,93,37,1
11.39370918,12,168,21,47,2
23.28089597,6,146,53,31,1
12.9216039,17,37,37,31,1
15.4384144,17,37,39,10,1
22.24290391,4,35,63,10,0
6.680748745,1,22,2,31,1
19.87845244,18,136,46,26,2
0.44689722,4,30,46,41,0
10.51967806,1,114,29,24,0
13.26833593,16,37,48,15,1
7.213970462,17,11,73,17,0
9.718238517,1,139,80,33,0
12.77285788,5,131,2,41,1
17.27370855,0,25,86,0,0
22.88244825,16,92,2,5,2
1.81403935,12,41,61,15,1
7.498125794,5,38,99,46,1
0.915156928,17,92,68,7,2
12.6266981,15,26,24,22,1
10.70139328,12,128,23,7,1
15.49605312,19,71,16,33,1
21.96656955,4,34,51,43,0
2.499849051,14,80,34,21,1
9.317036156,8,115,99,36,1
22.94671314,5,169,61,3,1
11.17162184,0,67,43,38,0
13.11502869,2,80,73,27,0
9.070125615,1,61,33,41,1
17.03645277,5,11,88,12,2
1.978673853,16,49,70,31,1
1.124364079,7,16,63,46,0
17.99704878,16,65,92,31,1
9.290849819,3,170,78,18,1
21.47040034,4,135,68,1,1
14.39879872,0,66,83,4,0
22.84120948,18,23,39,49,1
13.1334687,1,148,18,7,0
0.793107781,14,127,61,19,2
6.290282462,2,54,59,6,0
19.63991537,9,174,76,21,2
20.93230044,5,92,65,18,1
17.68487042,19,68,3,12,1
17.44803066,3,69,18,48,0
3.780247572,11,99,47,17,1
9.139109566,15,43,61,40,1
4.269520328,17,13,87,35,1
6.119743483,8,95,27,14,1
3.915864018,18,36,70,24,1
11.69959549,8,98,73,30,1
18.32965574,2,108,81,40,1
8.706242932,5,119,74,9,1
0.091861173,19,163,5,31,2
17.39857209,15,19,52,45,1
15.81033665,18,32,73,12,1
14.64098563,4,105,36,1,1
22.04509316,19,93,56,49,2
23.14136836,16,58,87,38,1
11.94398498,17,159,94,37,2
14.74472487,13,114,80,49,2
12.19552118,12,57,72,7,1
21.0328038,5,137,55,40,1
3.09998788,5,112,65,8,1
8.949594857,11,119,60,13,1
15.9224723,16,170,49,15,2
9.867419881,1,86,90,39,0
14.34933879,19,53,8,8,1
23.70588777,10,149,91,46,2
6.853483345,12,72,25,49,1
12.61197858,7,48,14,17,1
18.55327959,19,41,53,20,1
20.6929994,15,129,32,23,2
17.19605476,13,115,11,3,2
7.498590712,12,101,51,30,2
3.699193839,7,178,65,23,1
9.278823315,2,91,26,19,0
21.20608292,1,139,92,19,0
2.163420699,15,98,43,0,2
10.82007209,12,12,37,29,0
7.895526999,4,27,99,48,1
20.22663024,12,146,12,42,2
19.38743175,3,128,89,8,1
17.02021815,3,176,61,7,1
10.93774465,6,25,5,15,0
12.04451877,5,35,34,5,2
1.643915664,18,141,34,26,2
14.24169549,16,94,84,47,2
14.97379997,6,56,2,35,2
17.74287931,8,81,90,26,1
5.004337037,5,175,11,2,1
16.97417731,19,129,51,48,2
1.033973955,7,63,72,20,1
1.324616219,9,45,28,44,0
2.14117063,10,106,91,34,1
14.65706094,5,153,98,12,1
9.891245135,8,28,63,8,0
23.74744174,2,43,83,23,0
13.17603111,14,125,81,14,2
13.11175215,19,40,45,48,1
14.63189849,5,97,52,40,1
4.9046988,13,154,89,20,2
16.83997955,9,148,88,19,1
5.842990726,10,173,16,27,1
10.72764787,16,137,26,25,2
6.324467037,4,158,73,37,1
11.26921441,14,135,98,46,0
4.525990682,13,52,5,9,1
2.877169027,17,50,98,46,1
19.50601757,12,94,47,16,1
21.74581633,19,99,8,46,2
11.66557512,11,57,38,29,1
8.157398629,12,28,36,16,1
11.01938485,18,65,85,41,1
16.43736165,6,20,65,4,0
3.540350214,5,113,5,42,1
18.42170951,13,124,36,45,2
6.383435784,0,165,31,2,0
6.582908737,15,154,30,35,2
8.055402207,1,19,85,26,0
0.556614836,7,156,92,40,1
22.77735951,2,71,92,12,0
21.83639555,16,128,28,32,2
3.846635313,11,43,83,8,1
2.402244106,13,67,33,35,1
21.09728409,17,32,43,47,1
13.75453123,7,88,52,45,1
3.960592466,7,53,91,25,1
9.349220916,15,71,57,29,1
7.29570868,13,164,75,20,2
17.72886585,19,166,45,18,2
5.572935009,11,104,60,31,1
10.267685,18,12,60,36,2
8.831598193,17,31,2,46,1
20.68774352,8,37,15,24,0
0.167227492,9,49,93,31,1
14.17230614,17,176,43,39,2
4.469427467,10,101,13,39,0
12.7748275,18,44,64,35,1
4.788352039,0,43,8,31,0
7.523276637,13,126,48,16,2
21.13031251,15,40,62,47,1
10.90937918,1,97,17,16,0
22.60100211,7,43,12,6,0
20.29853397,4,124,42,39,1
15.62432019,19,89,88,36,2
3.216817366,12,102,2,41,1
0.954206307,0,13,67,20,0
13.4540258,12,110,96,20,1
20.54197241,15,72,98,5,1
6.339619525,8,91,52,11,1
13.28452799,5,98,63,37,1
18.48469235,13,108,81,32,2
14.12078408,3,72,39,39,0
12.04143863,4,73,13,6,0
13.12299254,6,52,58,44,0
3.041236585,18,38,39,6,1
10.58094197,10,76,57,1,1
1.948133021,19,136,36,1,2
4.900625218,5,174,60,42,1
16.92933817,11,11,24,32,0
16.61099734,13,111,12,22,2
18.04734709,2,153,48,1,0
0.484169941,17,137,38,44,2
16.33197131,14,155,61,15,2
8.091129031,4,162,90,5,1
18.6233806,18,137,92,7,2
10.30990832,5,162,11,2,1
0.559968005,11,118,38,39,1
6.134486867,1,12,2,20,0
7.433964285,3,122,8,8,1
18.28181688,19,161,31,5,2
21.54790307,19,50,66,7,1
9.512175151,4,29,13,1,0
20.81053105,4,102,16,11,2
2.417278817,15,104,41,15,1
2.116298108,18,45,99,13,1
17.90650319,18,76,16,1,1
18.39280207,11,123,1,38,1
0.287118259,1,49,29,2,0
14.89205091,7,94,80,16,1
23.3523623,4,158,93,33,1
13.95578559,5,26,36,0,1
2.79702023,4,166,1,32,1
16.8068471,0,81,53,44,0
9.224017716,15,171,15,47,0
21.75634555,2,38,75,28,0
19.65181383,15,40,55,8,1
9.213879711,15,94,19,45,2
17.21926465,16,145,98,24,2
14.73114317,18,23,46,28,1
15.66431065,3,157,86,40,1
0.141135269,11,62,50,35,1
7.768674514,10,146,1,37,2
20.95255433,18,128,63,46,2
21.2096704,12,143,42,0,2
6.712639723,15,161,17,18,2
1.736119213,2,135,54,3,0
19.70388588,18,154,57,17,2
6.284185558,0,131,64,7,0
21.37927652,2,71,62,15,0
18.48490229,19,132,38,6,2
4.152520448,19,26,9,3,1
22.35117828,16,135,70,13,2
19.63468726,18,177,33,40,2
5.095610091,11,81,91,21,1
21.37973427,18,146,27,1,2
2.455651413,8,13,31,41,0
4.801772521,19,171,50,14,2
4.434900024,12,108,87,46,1
8.443008421,6,89,10,30,1
19.68202845,18,154,39,3,2
6.863050072,8,162,74,16,1
21.45705428,8,145,23,23,1
15.87789913,17,71,84,14,1
8.242208242,6,147,44,27,1
18.08471807,11,74,38,0,1
11.5620463,5,174,32,12,2
11.05961047,5,170,57,32,1
4.584852415,19,21,29,13,1
7.283002339,3,55,27,8,0
5.086358953,1,150,48,29,0
18.22064725,15,132,74,25,2
10.58664881,14,19,77,40,1
17.56248668,9,136,70,36,1
9.654722293,3,46,53,17,1
22.42482501,8,120,9,17,1
4.704413447,3,58,57,15,0
8.124402501,5,179,44,27,1
10.19926228,16,29,89,41,1
0.354142497,16,84,87,42,2
22.40362694,15,12,50,39,0
17.66699709,16,54,1,37,1
18.70984543,6,29,60,11,0
17.5633828,13,163,87,29,2
21.93739094,18,36,15,31,1
23.53661871,12,156,92,9,2
5.125542932,11,79,90,19,1
22.33033835,17,174,54,25,2
10.15839112,19,156,73,4,2
4.265242377,8,144,1,44,1
23.42286848,18,124,33,40,2
2.253102785,14,78,7,25,1
21.11290349,15,120,9,17,2
17.30303027,9,44,83,45,1
12.11016397,13,22,84,35,1
17.8244286,15,106,92,49,2
0.032734897,9,124,91,25,1
14.86189432,6,132,73,24,1
2.793098272,11,40,9,38,0
18.74883582,8,166,72,9,1
21.0372216,11,49,5,18,1
10.11549297,9,162,11,16,0
12.15196532,18,93,2,23,2
4.115554665,3,71,65,22,0
7.479577939,7,42,72,18,1
6.427333044,10,105,40,23,1
6.357141236,7,53,3,47,1
16.00583584,6,127,78,25,1
22.8585088,13,89,29,45,1
16.19486232,2,116,57,20,0
1.02114315,15,81,17,28,1
4.450978931,16,98,82,26,2
0.553957591,12,27,67,13,1
21.99936923,14,92,26,20,1
22.19678031,6,147,17,36,1
0.49042313,17,33,89,33,1
19.74350201,11,85,97,4,1
20.92462894,7,48,4,24,0
0.241517316,15,129,18,26,2
5.387224195,1,141,44,19,0
10.13768768,4,17,90,22,0
15.07109435,17,23,98,12,1
16.06183629,13,172,45,45,2
17.52999539,14,101,3,33,1
3.577681142,7,29,88,20,0
20.93181418,5,129,35,38,1
19.32842166,8,153,30,13,1
22.42243419,1,94,64,13,0
5.144493285,6,78,37,4,1
14.29397357,15,58,48,36,1
13.98756204,0,92,10,36,0
6.224309958,11,161,64,32,2
0.615718315,19,59,41,35,0
10.45965077,5,102,23,2,1
7.616623977,18,35,79,43,1
17.85103916,12,18,11,18,0
13.69707676,11,21,87,4,2
19.40318852,5,138,99,32,1
22.47450487,7,43,79,22,1
23.52283776,9,62,47,41,1
13.24139881,19,174,46,11,2
23.89642152,7,143,55,42,1
8.633979844,13,140,16,43,2
11.42589975,0,108,35,39,1
15.88471071,15,141,38,39,2
1.741192498,14,103,62,27,2
19.36549992,16,87,22,31,1
8.804203797,11,131,81,46,2
2.591943873,4,121,55,47,1
5.091415145,4,95,9,40,1
11.62716446,19,88,8,33,2
12.87662343,1,112,18,29,0
12.4419285,5,175,11,13,1
3.406438253,11,163,16,13,2
12.11592145,14,69,50,25,1
9.322200239,18,126,61,43,2
22.65597899,3,30,38,39,0
0.725390739,19,60,14,5,1
13.76526941,9,19,53,0,0
18.05395561,3,76,12,26,0
3.75666569,14,71,90,34,1
11.44023482,1,145,20,47,0
4.167602394,9,149,14,26,1
4.077047988,10,117,91,35,1
22.39260246,4,21,49,39,0
3.43153896,11,12,60,42,0
1.873677014,5,54,59,28,1
13.95305456,12,141,38,47,2
7.775817064,11,153,60,42,2
6.648708534,17,130,52,47,2
21.43533519,15,130,52,39,2
16.93609167,7,153,26,22,1
14.77987451,12,81,52,31,1
9.241825873,17,130,31,35,2
3.569082121,13,33,89,28,1
17.79800461,3,86,56,41,1
7.916622388,16,117,3,42,2
13.64410306,9,171,25,22,2
7.909456981,7,110,51,29,1
15.83706538,9,143,32,45,1
5.400723836,1,140,43,42,0
8.887056988,0,35,29,27,0
15.62318486,17,170,60,37,2
6.719568872,15,51,51,18,1
9.012703661,5,168,40,45,1
4.06786243,4,171,71,49,1
0.744902507,18,127,12,27,2
14.4389963,17,49,89,17,1
14.64604918,4,41,19,18,0
10.11574443,2,160,70,36,1
2.186792557,18,157,63,39,2
20.39968177,12,169,87,20,2
10.11177541,16,158,32,4,2
10.1478822,17,10,64,11,0
0.940187142,5,42,58,0,0
8.19758736,5,141,77,33,1
23.48056018,11,33,65,14,1
2.346973018,8,41,91,38,0
5.280186305,1,97,81,23,0
10.424903,14,66,73,48,1
4.837414359,8,159,71,9,1
6.783908495,10,23,6,14,0
21.61398538,17,124,7,25,2
9.58428733,11,65,6,38,1
5.430039138,1,150,66,28,0
16.32011116,8,69,67,41,1
2.246626939,1,83,1,44,0
14.41493892,2,104,58,22,0
22.74260391,15,84,54,23,1
22.93939159,16,125,78,40,2
18.38572246,17,55,58,1,1
11.67130633,18,71,1,32,1
15.94708519,16,179,29,33,2
10.63952972,5,60,13,43,0
20.61336555,19,134,93,23,2
10.99247981,6,58,55,3,1
21.61383502,6,64,25,18,1
16.80757575,1,158,67,6,0
19.50763011,5,106,79,20,1
5.153858484,3,100,8,13,0
1.153694794,7,137,32,14,1
15.99495714,18,148,3,18,2
0.734907202,15,134,33,29,2
1.726045405,16,76,50,2,1
13.89982404,11,142,71,28,2
19.64219944,13,51,76,22,1
18.53125579,19,149,90,14,2
16.49594596,16,172,63,25,2
12.51777647,17,17,11,3,0
12.686068,16,58,22,12,1
14.34740455,11,162,51,5,1
6.300083899,12,177,40,19,2
15.43961474,11,51,26,45,1
19.97145815,3,101,87,15,1
4.822847026,2,141,39,35,1
21.02077047,7,36,37,6,0
22.32808879,1,106,28,20,0
21.77565948,11,150,42,34,2
7.397755189,5,119,91,0,1
20.13874866,15,139,97,33,2
5.432734649,13,155,81,18,1
14.83305659,5,31,93,10,0
23.03353381,15,96,64,39,2
21.9334461,4,165,20,0,2
4.496852968,14,147,31,0,2
10.22960188,18,40,5,48,1
2.899951075,4,166,70,17,1
6.533987372,9,149,12,44,1
4.988521439,4,54,39,3,0
13.24293363,12,129,75,25,1
16.28668823,19,117,15,18,2
3.05649284,9,138,72,28,1
5.324181604,8,162,41,3,1
8.971656178,11,173,24,12,2
17.80715203,17,163,86,39,2
