PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
6.751060765,1,4,169,20,19,Low
15.71733657,0,10,143,8,19,High
15.27288746,1,11,52,90,8,High
21.06812635,0,2,125,3,44,Low
10.3994058,0,15,24,11,25,Medium
23.58783383,0,15,77,95,40,Medium
9.355600706,0,7,45,67,0,Low
22.49509675,0,8,178,23,19,High
23.85600435,1,1,18,48,7,Low
0.851879614,0,8,169,5,40,Medium
11.57920668,0,3,105,6,15,Low
5.308133091,0,2,16,1,46,Low
11.58240234,0,16,81,45,29,Medium
16.76936554,0,9,179,97,0,High
0.892815619,0,11,26,93,40,High
19.2350309,0,4,73,89,14,Medium
3.665065171,0,9,143,99,41,High
11.20788293,1,5,50,88,40,Medium
11.48137906,0,4,161,21,7,Medium
12.77964245,0,5,174,81,22,Medium
1.001260537,0,2,14,17,0,Low
9.964147417,0,19,133,21,48,High
3.67605557,0,9,53,46,3,Medium
7.719539252,0,4,51,26,3,Low
1.705725617,1,14,115,21,48,High
12.1835052,0,17,114,12,48,High
10.42804407,0,9,45,61,23,Medium
11.34411536,0,2,100,7,13,Low
14.08994836,0,13,13,16,15,Low
3.598054571,1,17,149,39,5,High
23.96585934,1,15,147,18,43,High
19.05152159,0,2,79,80,42,Medium
8.835973068,0,15,40,29,13,Medium
17.13334743,1,14,122,36,37,High
8.765661675,0,10,163,25,35,High
22.31063266,1,14,172,26,35,High
22.74872304,0,3,52,62,7,Low
23.94136521,0,0,104,76,22,Low
5.972414995,1,6,115,78,13,Medium
3.123731426,0,19,80,7,21,High
6.858373908,0,1,140,36,39,Low
6.032782527,0,19,124,83,25,High
11.82446406,0,16,171,60,43,High
0.878468872,0,13,55,28,40,Medium
12.92738515,0,14,22,34,23,Medium
3.523921045,0,13,99,59,2,Medium
4.805248232,0,18,178,9,21,High
0.809109537,1,18,117,54,39,High
17.47928691,0,5,115,20,24,Medium
3.265568632,0,8,96,9,19,Medium
14.10153197,0,8,147,58,31,Medium
21.18836367,0,13,118,49,27,High
6.772300774,1,15,102,62,16,High
1.027602346,0,4,18,19,46,Medium
11.38698609,0,6,136,80,40,Medium
9.341804627,0,5,125,21,35,Medium
11.0774734,0,6,58,27,32,Medium
1.083337454,0,1,109,31,46,Low
8.962750016,0,5,64,58,34,Medium
1.318432606,1,12,88,40,17,Medium
22.16594363,0,14,24,48,14,Medium
11.68224338,1,14,124,1,9,High
22.78055581,1,0,178,56,27,Low
2.677821992,0,3,102,59,10,Low
8.891913519,1,19,79,21,15,High
11.37577883,0,5,90,61,47,Medium
23.75905474,0,2,97,72,32,Low
3.110275623,0,0,103,91,34,Low
17.73221573,0,11,93,42,31,Medium
22.78251037,0,12,93,10,15,Medium
12.70318627,0,13,124,21,40,High
22.65838217,0,19,61,94,43,Medium
5.579804684,0,6,112,94,16,Medium
6.90744238,1,16,61,61,39,Low
0.923784587,0,15,26,19,29,Medium
14.6137203,1,19,95,93,18,High
13.75178661,0,5,168,71,2,Medium
15.71602204,0,2,124,14,11,Low
21.00857043,0,19,111,39,49,High
13.89273571,0,9,167,42,7,High
4.075255179,0,19,33,72,6,Medium
0.710228222,0,5,157,65,15,Medium
1.386500304,1,7,15,58,32,Low
15.07684774,1,1,37,76,37,Low
16.8798879,1,16,29,81,21,Medium
7.185414276,0,10,155,23,44,High
18.73253207,1,5,101,9,49,Medium
7.874797455,0,1,34,65,38,Low
15.7185601,0,8,148,9,11,Medium
21.76903113,0,7,37,32,26,Medium
4.704245706,0,11,50,40,20,Medium
20.08504901,0,5,134,64,24,Medium
0.217851953,0,11,96,81,49,Low
18.78709368,0,13,26,11,24,Medium
5.992018716,0,19,116,66,6,High
0.21050807,0,2,27,26,13,Low
0.282025772,0,9,68,99,26,Medium
10.79171242,0,18,72,58,5,Medium
2.660395376,0,12,110,87,44,High
12.03437289,1,0,178,27,8,Low
19.53906422,0,0,139,82,48,Low
15.02617893,0,8,18,35,46,Low
18.69985464,0,17,150,32,30,High
12.66530956,0,1,39,11,0,Low
15.80531249,0,16,34,49,30,Medium
14.93603076,0,5,164,92,27,Medium
4.067297914,1,11,57,87,3,Medium
9.448666333,1,5,106,42,39,Medium
16.68606018,1,12,24,9,6,Low
16.87241993,0,18,123,31,27,High
4.741845485,0,0,27,91,9,Low
13.45465027,1,12,117,11,44,Medium
2.27212853,1,4,54,85,30,Medium
18.20174053,0,3,48,10,36,Low
17.3819491,0,11,15,31,48,Low
18.49792681,0,4,35,26,38,Low
3.017367973,0,6,101,8,6,Medium
7.604063681,1,9,98,10,25,Medium
7.502500886,0,12,35,24,6,Medium
4.0417021,0,19,92,72,7,High
0.993390241,0,14,143,30,41,High
16.37946797,1,16,81,38,39,Medium
14.26677119,0,19,126,92,4,High
9.232703164,0,10,89,65,27,Medium
8.709052245,0,12,121,96,13,Low
7.076435248,0,3,163,15,23,High
2.758921522,0,0,131,38,19,Low
7.228505037,0,15,137,9,23,High
13.79201163,1,4,39,58,5,Low
0.400571993,0,0,102,15,31,Low
3.702513584,0,13,167,32,15,High
11.21620648,0,13,75,18,37,Medium
4.600436387,0,2,67,20,22,Low
4.386675926,0,10,44,11,39,High
8.426676739,0,6,150,88,16,Medium
9.011348929,0,3,170,85,19,Medium
6.11573456,0,11,78,28,23,Medium
3.186965218,0,8,133,57,23,Medium
12.47924541,1,16,41,97,42,Medium
13.58848635,0,18,172,39,39,High
8.123983928,0,11,141,90,18,High
20.75948879,0,0,35,31,21,Low
20.56575567,0,1,150,68,15,Low
23.47240307,1,1,118,80,8,Low
12.80668527,0,18,34,70,5,High
16.01956882,0,17,14,94,3,Low
23.45224946,0,16,33,60,29,Medium
20.96212773,0,10,179,43,41,High
18.97680658,0,3,66,56,40,Low
20.28093247,0,8,162,6,25,Medium
14.73048367,0,1,96,85,20,Low
21.18997099,1,4,170,70,31,Medium
20.99647469,0,13,143,29,19,High
14.25832075,1,4,99,10,26,Medium
8.33528822,0,10,168,3,29,High
11.89172911,0,12,111,34,23,Medium
0.078247249,0,6,90,8,22,Medium
23.240691,0,17,87,35,43,High
7.976963762,1,12,35,22,26,Medium
12.54774784,0,1,48,18,12,Low
20.06770885,1,12,129,48,32,High
4.107581962,1,18,106,78,4,High
21.73170306,0,5,105,17,33,Medium
4.071721435,0,11,36,13,17,Medium
2.643325753,0,2,171,44,11,Medium
17.10270599,0,8,64,11,9,Medium
9.680141941,0,18,163,89,11,High
8.593222087,0,2,82,30,12,Low
10.87860304,0,12,75,58,29,Medium
10.22957768,0,1,74,79,40,Low
1.59401964,0,0,133,86,30,Low
0.977076303,0,18,16,99,24,Medium
10.03243586,0,0,75,65,34,Low
2.242688475,0,17,63,39,26,Medium
5.573279575,0,17,110,59,9,High
20.4886012,0,17,168,99,17,High
6.212449341,1,10,104,47,16,Medium
22.13608193,0,1,138,70,38,Low
10.59918335,0,2,51,95,35,Low
14.03893915,0,4,53,18,2,Low
5.440732313,1,15,89,64,27,High
0.453235586,0,5,146,60,17,Medium
10.75542759,0,2,150,20,16,Low
15.22217236,0,11,115,55,33,Medium
4.630147169,1,16,177,56,22,High
22.00829596,0,11,149,42,23,High
4.521481429,0,5,41,80,32,Medium
18.00355337,0,10,38,54,33,Medium
13.93836802,0,7,38,50,43,Medium
1.411081563,0,18,132,13,21,High
10.89529702,0,8,165,86,24,High
3.180411402,0,18,115,32,49,High
8.563011395,0,5,121,8,6,Medium
12.32392282,0,15,174,86,44,Low
8.208663345,0,8,156,23,6,Medium
6.197258541,1,3,140,42,20,High
10.85042084,0,16,85,84,25,High
14.80265539,0,4,43,87,40,Medium
20.91526379,0,1,109,17,10,Low
13.86173212,0,13,137,18,36,High
6.035168233,0,4,73,18,4,Low
22.42185055,0,1,10,43,34,Low
4.245218009,0,15,160,43,35,High
6.039445379,0,6,62,29,17,Medium
2.609964374,1,5,178,80,32,Medium
14.75541975,0,1,67,17,44,Low
3.651490475,1,0,149,54,33,Medium
2.730473761,0,1,111,77,22,Low
18.91731703,0,19,150,86,14,Low
17.10634579,0,3,143,51,38,Medium
20.95913834,0,17,34,29,47,Medium
13.5751034,1,11,138,20,1,High
6.174909074,0,7,112,13,3,Medium
17.67460456,0,14,150,88,11,High
11.40661338,1,8,175,13,32,Medium
11.47356245,0,16,113,66,21,High
4.628727372,0,8,44,33,34,Medium
18.04952544,1,10,40,6,1,Medium
20.76796192,0,16,120,31,10,High
10.00063362,0,10,162,68,20,High
5.014852405,1,13,28,62,8,Medium
3.353501769,0,1,108,77,18,Low
2.974605972,0,8,22,24,2,Low
7.866691694,0,4,102,22,19,Medium
19.01462987,0,17,149,31,42,High
21.99871239,1,3,130,29,1,Medium
19.24118818,0,17,69,49,0,Medium
9.103538979,0,0,17,32,27,Low
15.23214939,0,7,111,24,24,Medium
3.257980173,0,9,35,66,8,Medium
18.14527785,0,0,78,96,2,High
16.01851562,0,11,164,66,26,High
11.18515314,0,15,52,27,18,Medium
18.13346115,1,9,146,22,27,Medium
16.98441505,0,7,172,20,23,Medium
21.58775082,0,8,87,87,25,Medium
11.84017819,0,15,70,57,14,Medium
19.52764096,0,19,116,50,11,High
14.85299708,0,2,106,8,2,Low
17.04871568,0,11,35,40,47,Medium
3.540827838,0,4,156,39,7,Medium
8.159087994,1,1,131,49,29,Low
5.470527598,0,2,74,53,37,Low
2.869797211,0,11,157,49,5,High
12.46095131,0,6,58,50,39,Medium
3.572147293,1,9,134,87,21,Medium
4.966351926,0,15,136,70,33,High
11.5379843,0,10,103,18,37,Medium
13.80139564,1,19,52,14,6,Medium
5.978042679,0,13,52,35,48,Medium
3.155574156,0,1,89,12,17,Low
18.25024729,0,4,57,57,45,Medium
17.63640117,1,15,69,3,8,Medium
5.709196247,0,16,30,6,36,Medium
17.52552231,0,16,163,63,2,High
5.365219094,1,3,76,30,39,Low
15.01844071,0,17,75,44,49,Medium
16.84811371,0,17,156,2,28,High
8.314548856,0,10,74,42,4,Medium
6.363786356,0,16,42,86,21,Medium
14.03240373,0,12,28,89,26,Medium
0.905944591,0,6,71,77,47,Medium
23.5023686,0,3,75,83,31,Medium
1.3162119,0,16,102,96,25,High
22.31577951,1,0,24,55,43,Low
23.82192806,0,19,144,26,11,High
2.960314025,1,6,123,35,28,Medium
13.42333011,1,4,35,55,38,High
16.53594701,1,9,109,39,0,Medium
19.2979932,0,19,48,3,8,Medium
1.148105727,0,12,158,39,23,High
8.775485688,0,18,166,37,27,High
5.231291079,0,3,143,99,48,Medium
21.2905247,0,7,53,50,1,Medium
23.32915057,0,15,144,52,7,High
15.51891701,0,8,135,60,27,Medium
14.97462937,0,0,159,53,2,Low
10.85112548,1,5,135,60,1,Medium
4.996195752,0,19,11,77,4,High
4.832859376,0,19,72,27,12,Medium
10.26892119,1,1,118,5,5,Low
3.433668924,0,8,166,22,42,Medium
9.015101744,0,17,134,47,7,High
16.50131523,0,16,98,74,13,High
21.20276485,0,5,47,68,12,Low
13.286565,0,16,131,54,26,High
12.92226942,0,15,172,11,45,High
4.626717179,0,0,101,69,39,Low
19.41560194,0,14,48,30,38,Medium
14.07703763,0,11,83,5,43,Medium
22.95708982,0,7,29,32,11,Low
15.57202446,0,0,32,67,11,Low
14.2902421,0,0,50,5,16,Low
6.984765409,0,11,63,97,35,Medium
14.52096677,0,14,115,58,37,High
15.99787131,0,10,110,58,34,Medium
6.96960496,1,16,130,47,1,High
1.423189353,0,12,136,53,45,High
16.4545637,1,12,92,88,25,Medium
11.99128862,0,9,80,42,3,Medium
9.365766291,1,2,95,49,14,Low
17.22455208,0,18,113,34,19,High
17.67240861,0,12,104,32,8,Medium
7.778836448,1,7,37,79,4,Low
1.392420366,0,8,16,71,22,Low
4.94847729,0,6,28,85,38,Medium
22.13496393,1,4,36,6,41,Low
7.058932478,0,1,166,65,20,High
3.638058867,0,19,61,4,20,Medium
20.95197777,0,18,154,50,9,High
0.927158111,1,17,112,22,16,High
19.38388175,0,3,53,98,42,Medium
18.59011543,0,13,144,92,21,High
13.59084927,0,19,102,25,33,High
15.2722851,1,9,138,92,44,High
3.96431322,1,19,132,45,48,High
13.59832343,1,0,148,25,35,Low
13.0328836,0,8,75,74,47,Medium
4.288558066,0,7,174,98,39,High
17.80501804,0,6,87,22,38,Medium
0.876541879,0,8,80,2,22,Medium
8.522991383,1,6,133,22,26,Medium
15.61762858,0,19,20,96,5,Medium
19.20150991,0,13,168,3,41,High
13.61746368,0,6,90,78,33,Medium
22.07512906,1,4,104,33,43,Medium
8.815488432,0,2,72,92,28,Low
23.17538186,0,1,96,9,15,Low
5.532945004,1,18,141,23,5,High
11.53447226,0,17,39,80,48,Medium
22.0200787,0,9,46,4,36,Medium
13.19792941,0,13,177,42,7,High
15.37125715,1,9,65,7,41,Medium
22.06958945,0,15,144,29,24,High
22.64364395,0,11,165,40,49,High
5.33210117,0,12,17,68,0,Low
19.0149266,0,10,76,26,30,Medium
22.97045188,0,19,26,85,29,Medium
0.912866983,1,7,91,97,7,Medium
12.05440498,0,1,16,29,14,Low
20.22926793,0,9,163,93,36,High
10.06823038,0,18,31,36,23,Medium
11.74543537,1,5,16,64,49,Low
22.92971207,0,7,76,95,23,Medium
16.40998609,0,14,49,85,10,Medium
14.86555852,0,14,157,6,21,High
18.69522635,0,0,59,36,48,Low
19.02453203,1,6,170,86,0,Medium
18.65308816,0,14,156,21,26,Low
5.69315654,0,17,144,32,31,High
0.109898759,0,18,38,24,7,Medium
13.39710522,0,9,175,2,15,Low
1.087203708,0,19,168,43,3,High
0.03912877,0,3,70,10,10,Low
23.88971535,1,18,70,96,31,High
13.93418109,1,14,115,94,5,High
16.5728129,0,3,161,91,26,Medium
23.72721721,0,13,140,42,41,High
9.851769968,1,2,80,88,18,Low
21.21353294,0,3,90,17,48,Low
17.41378496,0,5,175,49,7,Medium
7.605586254,0,5,152,79,13,Medium
2.021759291,1,9,56,34,40,Medium
15.21198619,0,1,10,93,38,Low
23.50425213,1,18,32,48,2,Medium
13.30191732,0,5,99,64,34,Medium
22.91813043,0,1,83,91,46,Low
1.902508906,0,9,23,53,32,Low
22.44092996,0,3,31,84,49,Low
22.5226244,0,11,155,30,3,High
9.490006344,0,16,126,26,18,High
2.392606921,0,1,53,40,11,Low
23.15172627,0,16,31,33,33,Medium
21.06279732,0,17,14,88,17,Low
23.02546885,0,7,59,89,6,Medium
6.818793412,0,8,98,76,24,Medium
7.539119384,0,11,17,56,23,Low
11.94378112,0,16,163,85,35,High
13.98436092,1,8,42,26,26,Medium
14.07588193,0,5,132,64,5,Medium
5.075922329,0,2,96,98,24,Low
0.69482921,0,2,84,34,29,Low
22.16915045,0,9,27,70,45,Medium
17.89009913,1,2,37,63,7,High
2.845860437,0,19,158,26,19,High
14.80130574,0,6,133,24,10,Medium
4.587850884,0,3,44,10,49,Low
0.966658269,1,10,175,12,42,High
4.115208734,0,14,158,87,26,High
17.3803037,0,13,45,20,48,Medium
11.84117197,0,18,15,25,11,Low
6.976614319,0,14,91,90,47,High
17.95754101,0,4,30,70,15,Low
11.42947138,0,6,117,69,39,Medium
8.729091473,0,7,16,63,21,Low
1.857458693,0,13,63,58,31,Medium
2.838224839,0,6,79,22,9,Medium
6.493460686,0,14,52,82,36,Medium
6.493489224,0,17,32,63,13,Medium
5.075997519,0,13,78,55,46,Low
2.450018155,0,15,131,15,6,High
14.81286361,0,17,78,9,49,Medium
11.78774806,0,18,108,43,1,High
15.23876469,0,3,27,78,41,Low
11.38756871,0,4,128,98,0,Medium
14.49365016,0,11,164,62,48,Medium
20.66239718,0,12,10,57,16,Low
1.251696503,0,6,26,65,10,Low
13.41522691,0,2,123,83,15,Medium
7.069455941,1,9,102,70,36,Medium
4.69398255,0,13,141,90,17,High
6.645816669,1,17,142,53,16,High
20.83365898,0,2,52,38,38,Low
20.65289124,0,12,96,56,31,Medium
2.831592887,0,9,92,93,46,Medium
21.43000498,0,19,169,38,10,High
17.87700084,1,8,79,93,16,Medium
0.786024365,1,18,14,48,27,Low
18.18395417,0,17,95,30,24,High
0.360462526,0,19,69,9,33,Medium
10.91924585,0,4,154,97,15,Medium
6.253842824,0,4,112,42,49,Medium
13.048068,0,9,176,48,13,High
19.73902716,0,5,31,49,29,High
1.154001151,0,8,130,53,26,Medium
7.607947822,0,4,72,74,36,Medium
10.99147398,1,15,15,13,26,Low
18.96013868,0,0,60,82,39,Low
9.603864352,0,1,34,65,43,Low
2.795883255,0,5,175,47,42,Medium
1.161161554,1,8,29,27,0,Low
14.71016836,0,11,121,49,17,Medium
1.423427449,1,9,135,49,7,Medium
19.6894301,0,9,179,75,0,High
19.555385,0,1,157,73,35,Low
23.84265454,0,1,133,39,17,Low
11.53145655,1,1,178,17,37,Low
8.566178295,0,10,110,88,20,Medium
23.01171965,0,4,56,62,23,Low
19.24296292,0,14,144,41,29,High
5.677358342,0,3,86,88,35,Medium
19.82507202,0,6,53,48,10,Medium
20.60618482,0,2,21,83,39,Low
20.66828306,0,8,117,31,34,High
19.96743968,1,8,151,18,46,Medium
7.216915228,0,18,168,61,31,High
7.993827882,0,7,46,7,19,Low
21.32655241,1,1,28,72,7,Low
5.967489935,0,18,179,60,38,High
10.133244,0,2,118,89,35,Medium
1.976702682,0,6,48,83,23,Medium
17.66777685,0,8,12,60,6,Low
13.54499475,0,6,89,41,5,Medium
16.44734286,0,7,100,26,45,Medium
7.604881626,0,14,132,55,26,High
17.38581399,1,10,149,66,37,High
13.38388522,0,5,45,60,4,Low
23.47458499,0,18,42,79,26,Medium
0.102923614,0,11,121,64,3,Medium
15.73121378,0,12,159,50,8,High
5.591561443,1,18,63,37,9,Medium
3.350224412,0,9,129,25,23,Medium
13.56141404,0,7,147,74,21,Medium
9.397053106,0,10,142,70,11,High
12.33610554,0,13,146,99,32,High
6.150549585,0,16,45,65,18,Medium
18.53046614,0,3,115,6,38,Medium
15.32945783,0,5,38,71,6,Low
13.99199405,1,1,28,78,41,Low
17.06292391,0,3,63,12,18,Low
18.20671314,1,15,133,87,7,High
13.35098918,0,2,165,94,43,Medium
3.260640291,1,11,95,61,30,Medium
6.294290921,0,8,108,58,46,Medium
2.474779713,0,3,130,95,19,Medium
3.922546119,1,4,133,39,15,Medium
1.875436981,0,14,130,17,31,High
12.69041533,0,19,96,24,42,High
16.99878069,0,0,60,91,8,Low
3.502133143,1,13,169,57,38,High
1.106922433,0,8,52,9,49,Medium
10.92728849,0,6,104,38,2,Medium
23.28411984,0,19,138,60,42,High
14.41571637,0,18,79,25,17,High
19.48798721,1,11,25,66,20,Medium
4.84793487,0,5,160,4,35,Medium
22.25015704,0,9,116,21,45,Medium
10.44119386,0,12,82,67,30,Medium
7.175679647,0,14,137,24,30,High
12.55927862,0,18,47,41,47,Medium
19.14240577,0,13,32,66,21,Medium
18.90892701,0,4,58,66,29,Medium
9.193971633,0,9,118,40,35,Medium
4.220681478,1,19,170,14,35,High
3.537543278,0,18,74,6,48,Medium
6.492169736,1,0,21,40,17,Low
22.29195366,0,16,133,51,37,High
5.113908758,0,18,91,17,18,High
15.02599918,0,3,96,33,28,Low
6.239163453,0,18,64,85,37,Medium
20.01097369,1,4,105,90,16,Medium
16.60704843,0,2,97,65,6,Low
20.42733015,0,12,75,50,23,Medium
10.95628894,1,17,103,29,23,High
13.78888061,0,11,85,73,7,High
5.593077403,0,1,82,3,19,Low
2.850212134,0,2,58,17,46,Medium
21.40128858,0,10,20,31,14,Low
6.821871993,0,14,58,43,37,Medium
17.55466696,0,13,170,69,4,High
5.047852676,1,17,128,52,29,High
9.779140498,0,11,99,37,12,Medium
23.72398232,0,6,161,47,8,Medium
2.562236115,0,5,57,20,40,Low
5.565186902,0,5,134,87,10,Low
17.61751477,1,18,164,66,18,High
2.606493683,0,15,50,52,19,Medium
20.33068055,0,16,50,87,11,Medium
0.593221983,0,12,166,10,25,High
12.06493318,0,10,119,61,45,Medium
9.041848674,0,10,36,60,49,Medium
3.089455832,0,12,115,11,31,Medium
15.4538253,1,6,90,12,6,Medium
23.15139842,1,8,167,97,26,High
14.13898063,0,8,110,13,35,Medium
4.786765435,0,14,93,48,2,Medium
2.354295983,0,11,94,15,13,Medium
19.20561947,0,13,39,39,11,Medium
20.3407924,0,1,88,71,29,Low
14.6545919,0,11,93,5,28,Medium
0.190131023,0,15,117,71,23,High
2.34660083,0,2,169,99,0,Low
16.59395707,0,13,72,56,9,Medium
7.134666187,0,1,63,16,49,Low
6.651930176,1,16,148,85,46,High
9.021717012,0,6,75,58,15,Medium
19.20305495,0,4,94,35,23,Medium
18.92893547,0,0,27,17,8,Low
6.286186163,0,13,96,74,49,High
18.16136696,0,12,137,26,25,High
6.528790733,1,9,19,38,27,Low
4.218258242,0,19,143,56,39,High
21.84612916,1,1,98,36,28,Low
10.30519368,0,6,49,45,1,Low
15.03310145,0,11,80,21,9,Medium
3.659635538,0,10,67,52,14,Medium
2.519344145,0,11,164,60,32,High
17.90848549,1,13,173,72,24,High
18.0915135,0,5,66,79,15,Medium
15.89821307,0,6,56,87,8,Medium
10.72953525,0,17,124,31,9,High
20.68010706,1,17,102,19,19,High
1.439059465,1,10,89,14,41,Medium
19.18895413,0,6,142,86,41,Medium
6.669085126,0,5,92,57,3,Medium
21.7289323,0,10,21,31,49,Low
4.860669478,1,6,157,77,17,Medium
2.921088503,0,19,133,29,42,High
7.298558637,0,0,13,86,44,Low
7.716581527,0,0,102,11,34,Low
15.76975617,0,11,174,84,7,High
3.715122264,0,19,148,30,37,High
7.271507521,0,18,142,79,24,High
14.53188947,0,1,121,90,47,Medium
6.850561629,0,8,51,14,34,Medium
9.523558093,0,7,129,61,1,Medium
3.15992542,0,0,140,70,46,Low
2.672941711,0,0,153,42,33,Low
17.78507873,1,6,98,78,7,Medium
1.596371692,1,6,118,49,11,Medium
23.17459578,0,17,13,49,8,Low
17.0362614,0,19,106,16,39,High
18.83413851,0,17,153,47,8,High
11.64377763,0,6,28,19,34,Low
5.279355754,0,2,34,91,22,Low
22.43790322,1,6,68,82,1,Medium
23.45232627,0,7,155,79,23,Medium
23.32380137,0,3,14,75,13,Medium
8.248535202,0,1,90,54,34,Low
8.805826829,0,16,89,54,10,Medium
7.853288897,0,11,151,81,44,High
3.250443094,0,1,29,64,38,Low
14.61013628,0,19,164,96,32,High
18.37249694,0,10,98,84,16,Medium
20.82300654,0,14,167,17,6,High
10.83613573,0,1,112,27,25,Low
1.230338129,0,17,97,71,40,High
8.575113278,0,2,62,66,17,Low
3.818103151,0,4,110,20,19,Medium
13.04771162,0,15,26,64,4,Medium
16.49998624,0,5,97,48,47,Medium
9.421275112,0,16,23,53,40,Medium
20.22362925,0,18,75,6,22,Medium
17.75760965,0,4,141,48,42,Medium
7.428729512,0,6,88,46,29,Medium
1.516903056,0,16,87,71,44,High
8.845889083,0,4,139,14,37,Medium
16.98729017,1,9,157,39,17,High
20.68959291,0,7,65,35,33,Medium
13.98564132,0,19,32,20,48,Medium
6.935093072,1,9,69,14,7,Medium
5.794566544,1,6,133,99,32,Medium
1.767942992,0,5,26,30,22,Low
3.1069123,0,9,119,64,28,Medium
21.60856548,0,9,163,58,8,High
2.994360784,0,11,172,15,6,High
11.46420097,0,10,175,70,41,High
1.473582553,0,16,23,58,35,Medium
1.565102086,0,15,138,74,1,High
9.680030888,0,14,20,59,29,Medium
2.143714045,0,19,10,46,12,Low
21.29977591,1,11,19,93,17,Low
2.063375389,0,0,150,31,30,Low
17.69833515,0,7,15,18,8,Low
20.25325864,1,13,113,67,13,High
9.768620391,0,1,121,26,0,Low
2.187500881,0,4,145,33,22,Medium
2.541515337,0,16,116,43,13,High
22.71022179,0,17,36,90,48,Medium
14.90903729,0,1,46,28,23,Low
1.671701875,0,3,72,55,24,Low
14.71810934,1,14,90,75,10,Medium
1.508102194,0,15,152,32,11,High
11.58154223,0,17,134,80,8,High
21.24123913,0,14,172,48,46,High
12.28022454,1,13,142,54,43,High
8.615788536,0,9,75,36,26,Medium
5.352601834,0,16,116,4,26,High
8.386401452,0,15,147,54,5,High
21.3508707,1,7,153,87,10,Medium
7.312929558,1,14,119,12,42,High
8.778833717,1,5,164,25,17,Medium
19.02613966,0,1,120,46,36,Low
1.040066198,0,0,80,77,1,Low
14.26406057,0,12,171,80,24,High
0.732549451,1,13,51,79,31,Medium
0.062134464,0,10,115,54,39,Medium
8.520267542,0,17,107,95,32,High
4.49445691,0,18,26,63,45,Medium
2.115471444,0,13,49,79,41,Medium
18.35568535,1,7,109,50,33,Medium
16.61414007,0,19,12,67,17,Low
20.90983165,1,7,153,93,42,Medium
5.327588786,0,9,12,52,41,Low
11.53810407,0,9,47,45,17,Medium
23.71840153,0,8,149,60,22,Medium
11.48487677,0,19,121,2,5,High
12.24256847,0,3,83,7,13,Low
1.862879406,0,3,38,84,1,Low
19.56319709,0,0,107,23,22,Low
11.22608667,0,6,114,79,32,Medium
7.446019282,0,11,116,81,11,Medium
16.77756438,0,9,41,86,24,Medium
13.0642305,0,8,173,39,36,High
23.45960913,0,0,83,20,20,Low
11.16307215,0,14,96,85,21,High
21.8913689,0,13,41,32,16,Medium
11.77750049,0,15,50,84,8,Medium
10.959638,0,14,102,61,4,High
1.503722424,0,3,93,96,33,Medium
20.97845156,0,19,178,13,18,High
21.79541269,0,3,80,27,12,Low
0.010260315,1,6,74,5,24,Low
1.418206251,0,7,137,46,34,Medium
8.691935729,0,8,130,32,5,Medium
5.208920872,0,11,76,17,44,Medium
8.02342156,1,0,87,82,25,Low
4.803292692,1,18,167,46,40,High
17.71435732,0,6,28,60,28,Low
0.110239306,0,3,120,97,33,Medium
20.69466985,0,15,53,45,46,Medium
4.274362859,0,3,162,73,42,Medium
13.6127199,1,19,82,15,33,High
15.08365947,0,19,33,33,27,Medium
7.64633072,0,8,14,12,22,Low
13.08193743,0,8,91,54,48,Medium
12.6817771,0,2,83,71,32,Low
2.562519672,0,15,63,81,6,Low
10.52011542,0,0,148,42,29,Low
20.04269388,1,8,137,85,47,Medium
22.76152527,0,11,43,61,42,Medium
1.781225688,0,16,145,47,6,High
5.040767919,0,1,108,29,23,Low
14.57309016,0,1,118,16,14,Low
9.239747067,1,7,131,54,47,Medium
2.702015224,0,0,164,57,9,Low
1.699976508,0,17,105,22,12,High
20.45278356,1,16,124,98,28,High
13.11051403,1,14,73,46,40,Medium
8.252750914,0,3,41,45,15,Low
17.09867909,0,9,71,62,9,High
18.69660159,0,15,95,27,10,High
11.54006231,0,12,132,35,20,High
5.877296129,0,2,162,29,6,Low
6.581090931,1,0,53,58,32,Low
4.809251477,1,16,53,19,0,Medium
12.43524683,1,9,112,85,0,Medium
10.31826563,0,16,96,78,41,High
10.36154,1,10,159,79,43,High
12.79144736,1,2,13,49,8,Low
14.44242871,1,10,76,68,38,Medium
4.02914845,1,10,91,33,40,Medium
9.1789811,0,11,24,73,4,Low
0.395045155,0,15,34,43,41,Medium
19.45736816,0,12,166,41,16,High
5.062114027,0,7,84,89,16,Medium
23.25785873,0,19,89,62,9,High
20.99544705,0,6,94,45,5,Medium
15.46923572,0,2,168,90,17,Medium
5.892560008,0,6,80,15,16,Medium
0.06681814,1,2,85,83,48,Medium
11.12891868,1,11,136,74,29,Medium
12.23853631,0,13,82,24,4,Medium
17.72218647,0,9,80,22,2,Medium
0.718540057,0,3,158,35,34,Medium
12.36243836,0,9,161,49,49,High
18.14920702,0,19,85,18,24,High
10.40209005,0,8,158,21,36,Medium
10.99766585,1,1,16,29,48,Low
19.4692797,0,13,13,20,16,Low
11.13763101,0,1,127,54,39,Low
15.4892674,0,1,163,90,23,Low
18.45583488,1,12,145,90,1,High
20.67199708,0,5,50,37,2,Low
17.21303548,0,19,31,78,5,Medium
3.132115697,0,14,143,43,12,High
17.35429372,0,0,94,41,21,Low
